AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,가입기간,이탈여부,장기고객,요금제
86,10.32131524641283,887.6331111915034,Standard,,Yes,Both,No,Tablet,30.74362232287214,37.07966082114843,24,Sci-Fi,2.628611966149048,8,Female,21,No,,FS3L3723G0,0,86,0,True,Basic
80,16.022898329559514,1039.831442561508,Standard,Mailed check,No,Movies,No,Computer,30.79968381846843,179.5956048834294,45,Fantasy,3.492155530246451,5,Female,13,No,No,3OYMTQDGCI,1,80,0,True,Standard
94,11.45367236984088,,,Electronic check,Yes,TV Shows,Yes,TV,79.24617820318673,125.92560780374546,37,Action,,1,Male,6,No,,PQ3OE3IV47,0,94,0,True,Basic
93,19.6513614264696,1827.5766126616727,Standard,Credit card,Yes,Movies,No,TV,10.585077672348348,143.17168004088236,38,Comedy,3.755643536539377,8,Male,15,No,,959FN5DIWG,0,93,0,True,Premium
95,,1731.9115998647596,Standard,,No,Both,No,TV,26.60158450452188,71.32438099145163,1,Drama,2.001727095616576,4,Male,6,Yes,,76ILSKGTXV,1,95,0,True,nan
97,22.31392122247407,1817.9123878994824,Standard,Credit card,Yes,Movies,Yes,TV,49.97356477525452,29.49199216102492,29,Drama,2.5640173235897814,3,Male,14,Yes,,CCZLTRQXUN,1,97,0,True,Premium
85,18.468539227257658,1365.5939913537852,Standard,Credit card,Yes,Movies,No,,6.607665804909312,69.4447054569772,39,Drama,3.1228854749881965,1,,16,No,,RW8BHOP2GW,1,85,0,True,Standard
5,20.91848654316636,92.0062243669514,Basic,Bank transfer,Yes,TV Shows,No,Computer,11.57905025370391,122.3675914914066,26,Drama,4.521395914585156,3,Female,13,Yes,,NWRCRG0LLN,1,5,1,False,Premium
104,9.660164387065931,,Basic,,No,Movies,Yes,Mobile,22.73138687769416,68.58594402499028,1,Fantasy,1.346854554167301,6,Female,5,No,No,0N2YDSLDKE,0,104,0,True,Basic
96,11.310696886913192,1085.8269011436664,Premium,Mailed check,No,TV Shows,Yes,TV,93.82424425888142,84.24406552286727,1,,3.6045726320075726,6,Female,0,No,,8Y4EB81DID,0,96,0,True,Basic
84,22.16458884777383,1566.6912102573106,Standard,Bank transfer,No,Movies,Yes,TV,32.45954222740492,32.91343925428535,13,Action,3.94258340926798,5,Male,11,Yes,,W4D82JGRSR,1,84,0,True,Premium
10,,,Standard,,Yes,Movies,Yes,Computer,29.323891492200694,77.53799117634372,34,Comedy,,7,Male,20,No,,86F5GYIU4B,1,10,0,True,nan
70,17.11669827429529,1198.1688792006703,Basic,,Yes,TV Shows,No,Mobile,67.4064809859604,166.72885321847707,23,Comedy,4.436424583710124,0,Female,8,Yes,,GSY02BHXUI,0,70,0,True,Premium
96,8.88254176521501,492.1806344554491,Premium,,Yes,Both,No,Computer,33.78440295631881,40.86941156202512,34,Drama,1.792938023192984,4,Female,19,No,,T5A5GUDGHH,1,96,0,True,Basic
55,12.228522320554733,672.5687276305104,Basic,,No,Both,No,Computer,40.84916034613954,165.3747234937333,25,,3.1319412122999046,7,Male,9,No,,JXCF0T7PWE,0,55,0,True,Standard
109,8.024188057163144,874.6364982307828,Premium,,No,Both,No,Tablet,8.909741737298084,73.87243499744919,28,Sci-Fi,,3,Female,17,Yes,,1SEDHZRPXU,0,109,0,True,Basic
117,18.625728153333483,2179.2101939400177,Standard,Electronic check,No,Both,No,Tablet,45.00827318915214,140.27547080408934,17,Sci-Fi,3.348487273646719,5,,15,No,,3KLVFZM7OJ,0,117,0,True,Premium
74,9.040513990630396,668.9980353066493,Basic,Electronic check,No,Both,No,Computer,73.75821773217696,130.54074184839573,44,Sci-Fi,2.3157375624273,2,Male,10,No,,68ZNRI2572,0,74,0,True,Basic
77,,,Standard,Credit card,Yes,TV Shows,No,Mobile,86.42033551482251,135.24173516298126,42,Fantasy,1.5451095690373546,9,Male,3,No,,W813C4GC5Q,0,77,0,True,nan
74,9.687673669390394,716.8878515348891,Basic,Bank transfer,No,TV Shows,No,Computer,28.98688664099265,68.15792539635528,34,Action,,5,Male,14,No,,570S7DXPHT,0,74,0,True,Basic
89,13.593277921760308,,Premium,Bank transfer,Yes,Both,Yes,Computer,20.54515057816573,171.2166008382964,19,Comedy,,7,Male,6,Yes,,UOVRUIE484,1,89,0,True,Basic
110,13.275556672453767,1460.3112339699144,Premium,Electronic check,Yes,TV Shows,No,TV,83.57770601408944,149.45828503484972,35,Fantasy,2.4628130661552894,6,Male,8,No,Yes,1QFYKNRAMM,0,110,0,True,Standard
14,,268.3102571763353,Premium,Credit card,No,TV Shows,No,Mobile,83.90580536302888,111.65433497474172,47,Sci-Fi,1.6816039518745294,4,Male,10,No,,FKYXDCALD8,0,14,1,True,nan
63,,521.2231094623443,Premium,Bank transfer,Yes,Movies,No,Computer,41.70864288470381,8.537577246647672,4,Drama,,8,Male,3,No,,YFT2PG26WZ,1,63,0,True,nan
102,,1797.5552460577992,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,47.135204615374164,92.83601561218305,46,Drama,1.257418011728567,6,Female,22,Yes,,CS2FZRYU8L,1,102,0,True,nan
45,16.068840580348873,588.2947003926131,Basic,Bank transfer,No,Both,Yes,Computer,23.502511931546746,109.2614243711754,20,Sci-Fi,2.086339035975909,1,Female,13,No,,XQ9ABXGKJ2,1,45,0,True,Standard
59,14.380835042838024,718.0233709325611,Basic,Bank transfer,No,Movies,No,Computer,40.540073484668525,32.32727760351119,14,Fantasy,,1,Female,16,Yes,,2320A0GXKQ,1,59,0,True,Standard
115,5.683634966215998,653.6180211148398,Standard,Electronic check,No,Movies,Yes,TV,19.64929352547638,50.259083084168935,0,Fantasy,1.7944443167469752,4,Male,22,No,,MGW74TNB92,0,115,0,True,Basic
99,17.856791113328292,,Standard,Electronic check,Yes,Both,No,Mobile,27.572052988391345,168.80031254270938,17,Action,4.456910702865898,9,Male,14,No,,V8CKCGJ5E8,0,99,0,True,Premium
73,5.755528321486168,420.1535674684903,Basic,Mailed check,No,TV Shows,Yes,Mobile,67.67258595326719,121.82962049201288,40,Sci-Fi,2.264428640243489,4,Male,24,No,,S16BCT80VU,0,73,0,True,Basic
62,11.001062848759512,682.0658966230898,Basic,,Yes,Both,No,Computer,16.277186629575276,133.51843976624818,22,Comedy,1.0532467646559964,0,Female,6,Yes,,BMKC2PJE7U,0,62,0,True,Basic
6,7.153641033648821,,Standard,Electronic check,Yes,Both,Yes,Computer,26.895116077000154,113.36101591998688,48,Fantasy,3.854250803773212,7,Male,11,Yes,,191490BP7I,0,6,1,True,Basic
93,10.190029622580925,947.6727549000258,Basic,Bank transfer,No,Both,No,TV,92.75659526850123,101.05573627439728,42,Comedy,,0,Female,18,Yes,,66V1KPHQMM,0,93,0,True,Basic
30,15.216376344423091,,Premium,Credit card,Yes,Both,Yes,Mobile,11.592507242211934,68.76965172922863,41,Drama,2.6911529231108244,6,Male,9,Yes,,G55J3RXYSJ,1,30,0,True,Standard
5,8.91888499717453,44.59442498587265,,Bank transfer,No,Movies,No,TV,17.23046001047925,89.33032327098728,4,Sci-Fi,,5,Male,13,Yes,,CLJPBTJR01,0,5,1,False,Basic
94,7.626840924543419,,Basic,,No,Movies,No,Computer,41.33787681251072,32.64060754836149,9,Action,2.3779975662199537,1,Male,9,No,Yes,RFQJOFKVYH,0,94,0,True,Basic
85,,728.8692040172932,Premium,Bank transfer,Yes,TV Shows,No,Mobile,98.75814149266728,140.95328473314228,8,Comedy,2.897521028724634,2,Male,0,No,,TCI2ZYA2OH,0,85,0,True,nan
49,18.23509624511781,733.3306390908429,Premium,Credit card,No,Both,No,TV,48.47701562303686,88.39879325854636,38,Fantasy,,6,Male,18,No,,QTQ705NK8P,1,49,0,True,Standard
98,17.5674048013296,1721.605670530301,Standard,Credit card,No,Movies,Yes,Tablet,37.50661222188765,96.4269008687629,1,Comedy,2.063543029079636,3,Male,18,No,,6OAKAQPYJI,0,98,0,True,Premium
34,21.113420152322966,622.9302930379339,Standard,Credit card,Yes,Both,Yes,Computer,43.76908458790435,56.93922885074092,9,,2.689210112294104,0,Female,1,Yes,,X8S5TM85UM,1,34,0,True,Premium
109,13.185877501378965,1437.2606476503072,Premium,Electronic check,Yes,Both,Yes,TV,53.137680783396085,55.38187149505176,39,Sci-Fi,1.725705837093281,4,Male,2,Yes,Yes,YSXKQ3NPQY,0,109,0,True,Standard
106,10.235452915438415,1084.958009036472,Basic,,Yes,Movies,No,Mobile,8.996240849147817,111.61197195046542,10,Comedy,3.974891690327226,9,Female,2,Yes,Yes,AWOJ9P08XG,0,106,0,True,Basic
9,21.325546477534825,171.08673148677715,Basic,Electronic check,Yes,Both,No,Mobile,21.747298978876113,104.3774408565997,29,Action,3.257769638029392,0,Male,10,No,Yes,4HWEZXFWH7,1,9,0,True,Premium
27,13.0958582896468,262.0096214393483,Premium,Electronic check,No,Both,Yes,TV,5.542553223765585,132.46320551364772,24,Drama,,7,Female,11,No,,08SXSQQO8U,1,27,0,True,Basic
116,14.565174916775096,1689.5602903459112,Standard,,Yes,Movies,Yes,TV,53.22198983676543,111.79584620082926,39,Action,3.914221938270394,2,Male,5,No,,FU217ZFBHN,0,116,0,True,Standard
66,21.27127438476367,1230.091568021489,Premium,Bank transfer,No,TV Shows,No,Mobile,15.258559885802843,166.05047576645293,2,Action,2.3195550409444285,9,Male,13,No,No,OX3OJ9LAOC,1,66,0,True,Premium
44,16.460913110245095,560.8484022348939,,Electronic check,No,TV Shows,Yes,Computer,13.362182810757231,147.24566848925053,13,Action,2.6016999412235804,5,Male,16,No,,768I1YHH7G,1,44,0,True,Standard
82,,1480.443582159239,Premium,Credit card,Yes,TV Shows,Yes,Tablet,12.339866738216129,32.93240275222308,38,,1.6579970852690251,8,Female,24,No,,VLBQICLTAV,0,82,0,True,nan
12,16.32336587668413,165.23468282314215,Basic,Credit card,Yes,TV Shows,No,Mobile,55.09607131121845,120.32663583326354,40,Action,3.969553741065701,7,Female,12,Yes,,WWD6Y3ULXF,1,12,0,True,Standard
3,19.4244836626953,46.37232215179457,Standard,Bank transfer,Yes,Both,Yes,TV,10.157642517424694,179.23370243432092,13,Comedy,,5,Male,9,No,,2S21P19IE6,1,3,1,False,Standard
90,5.594978677090683,503.5480809381615,Premium,Credit card,Yes,Both,No,TV,56.690203838140334,58.7034987326043,39,,1.956337991337635,2,Male,10,No,,S96XIOR9FL,0,90,0,True,Basic
49,7.627517536906767,255.95082380498755,Standard,Electronic check,No,Movies,No,Mobile,29.083195896487123,58.954258052072014,27,,1.0428147783821866,6,Male,1,No,,G5BUY00PBY,1,49,0,True,Basic
80,,732.4327426431776,Premium,Electronic check,Yes,TV Shows,No,Computer,30.805860136399286,80.98677639404599,22,Comedy,,0,Male,10,Yes,,FGMG7KDSFT,1,80,0,True,nan
20,11.490850211612733,154.05741583193984,Basic,,No,Both,No,Computer,10.929189785313016,16.21840674555514,45,Drama,3.8385678263840393,2,Male,6,No,No,YRVS588TVB,1,20,0,True,Basic
70,17.21350877245662,,Standard,Credit card,No,Both,No,TV,15.453696072485956,53.21801253841536,12,Fantasy,1.759799638236133,9,Male,23,No,,FFEZ8R3G30,1,70,0,True,Standard
32,20.677200002356095,587.9357259491696,,Bank transfer,Yes,Both,No,TV,47.05507623026764,179.75202354616712,44,,3.370744894690767,3,Female,19,Yes,,R9VPT2RPRA,1,32,0,True,Premium
99,,,Standard,Bank transfer,No,TV Shows,Yes,Computer,30.68471876666678,89.9577735465159,33,Drama,1.7248164783176545,7,Female,23,Yes,,ZKH0WXMBF8,1,99,0,True,nan
2,,35.45376784009552,Standard,Credit card,Yes,Movies,Yes,TV,10.41747066018417,161.78437696593048,39,Sci-Fi,1.8964672198754773,2,Male,0,No,,SSD3NJ3SCF,1,2,1,False,nan
25,19.94717317761524,444.5061251909119,Premium,Credit card,Yes,Both,Yes,Tablet,27.96983181675792,105.62185310005106,5,,4.925687549636759,0,Female,14,No,,O1DY5I2K38,1,25,1,True,Premium
2,,36.53024825360117,Standard,,No,TV Shows,Yes,Computer,20.32124071504234,75.11272549732617,13,Fantasy,2.331878882359365,8,Male,15,No,,TGEF0EK30G,0,2,1,False,nan
42,23.37381474440891,,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,26.79747565172831,68.74974897220997,42,Fantasy,1.5524858262702923,4,Female,2,Yes,,215HXHXMIP,1,42,0,True,Premium
9,8.820641814708296,52.29205440799517,Standard,,Yes,Both,No,Mobile,40.91392780929635,12.24514443563636,1,Fantasy,2.718629810128106,2,Male,1,No,,F144Y0MZYF,1,9,0,True,Basic
113,,1015.5707685861132,,Electronic check,Yes,TV Shows,No,TV,75.00560346676679,95.28086406464185,2,Action,2.818623456221402,9,Male,15,Yes,,9Q7PGYX2ML,0,113,0,True,nan
36,,,Premium,Credit card,No,Both,No,Mobile,15.232126119006681,42.30847206576068,17,Comedy,3.7293345997769927,7,Male,19,Yes,,5S8VIJ1SPR,1,36,0,True,nan
12,16.67472076844671,200.0966492213605,Standard,,No,Both,Yes,Computer,39.23637217728025,59.52846282587679,11,Action,3.166832767225173,7,Male,3,No,,BSJOYKXFOF,0,12,0,True,Standard
37,7.119745185326482,263.4305718570798,Basic,Bank transfer,Yes,Movies,Yes,Tablet,20.57165952562541,153.97970896883206,34,Action,,9,Male,4,Yes,,5QHZAWJTSK,0,37,0,True,Basic
90,16.458460304745042,1187.0205982413445,Premium,Credit card,Yes,Movies,Yes,Mobile,36.16329784935119,81.64315630140467,9,Drama,1.0170808379145937,1,Female,2,No,,FWE2IWZ2IY,1,90,0,True,Standard
8,9.776640943909502,78.21312755127602,Premium,Bank transfer,No,TV Shows,Yes,TV,64.87146418574994,55.37462028782645,12,,,2,Male,23,No,,R5WTS42FQX,0,8,1,True,Basic
88,19.631915061797898,1396.3892399765975,Premium,Electronic check,Yes,TV Shows,No,Mobile,41.63880136395492,27.22156853841513,2,Comedy,1.464379489270032,6,Female,13,No,,AFSTLSA6VX,1,88,0,True,Standard
97,15.095899048831816,1187.369208280087,Basic,Credit card,Yes,Both,Yes,TV,8.507739039792565,69.12565753903388,49,Fantasy,,1,Male,2,Yes,,7PFAESWLUG,1,97,0,True,Standard
76,7.3553712868806524,559.0082178029296,Basic,Mailed check,No,Movies,No,Mobile,32.68261717962865,139.31863293616212,26,,3.0410066413999464,2,Female,2,No,,CP0X04KOHF,0,76,0,True,Basic
89,8.685508091710805,773.0102201622616,Premium,,No,Both,Yes,Tablet,9.293664255234543,82.14212764294217,17,Fantasy,1.0001811412911028,7,Female,10,Yes,,UX0P88HD6V,0,89,0,True,Basic
70,8.912613505348776,623.8829453744144,Premium,Credit card,Yes,Both,Yes,Tablet,56.22132685898578,5.534880667016899,29,Comedy,2.163977648742894,9,Male,11,Yes,,88RTQHPWSG,0,70,0,True,Basic
68,17.495054532526808,981.9373596031388,Standard,,Yes,Movies,Yes,Mobile,61.075769660553505,9.268435544293142,25,Drama,4.288308432353297,2,Female,3,No,,5OCID8BHEW,1,68,0,True,Standard
74,,414.2603219765425,Premium,,Yes,TV Shows,Yes,Mobile,20.93931811926434,128.0712824920829,20,Drama,4.518431758675558,1,Male,20,Yes,,YUFCD3JN10,1,74,0,True,nan
12,20.09474503088763,195.7707470982243,Standard,Credit card,No,TV Shows,Yes,Computer,30.345820804675434,70.55548699889916,44,Sci-Fi,1.174165379647266,9,Male,4,No,,Z063Z6FRXV,1,12,0,True,Standard
26,14.132707374877706,,Standard,Bank transfer,Yes,Movies,No,Mobile,42.4006765412062,103.25892073437954,1,Fantasy,1.7555560125419325,0,Male,23,No,,V7MPOFNWOL,0,26,0,True,Standard
48,15.939913364938715,,Premium,Bank transfer,Yes,Both,No,Mobile,45.072635107818506,129.4565507074856,24,Action,,4,Male,17,No,No,OLOK1MPMO0,1,48,0,True,Standard
8,7.044229777436573,,Premium,Electronic check,No,TV Shows,Yes,Computer,101.84899813075526,96.7398476674304,47,Action,1.684984431397965,1,Female,3,Yes,,0SP0JX7K3P,0,8,0,True,Basic
87,9.573938368072458,,Standard,Credit card,Yes,Movies,Yes,Mobile,55.17504709357257,175.41196863692602,28,,,8,Male,0,Yes,,TFCWJR9ERG,1,87,0,True,Basic
79,9.076915258016864,,Standard,Credit card,No,TV Shows,No,Tablet,51.34205373649033,142.2285846177885,25,,4.925269988446269,4,Male,3,No,Yes,OEQMIG31TH,0,79,0,True,Basic
28,20.38054082206062,484.3706927385068,Premium,,Yes,Both,Yes,TV,22.108718438354092,119.5886567437542,3,Action,2.9839648222341184,5,Female,7,Yes,,7J5ERF1RP7,1,28,0,True,Premium
29,19.773064399958965,,Premium,,Yes,TV Shows,Yes,Computer,85.85901116354316,104.1917407066043,28,Drama,2.1242828131115283,7,Female,3,Yes,,VZNFPQ7OPL,0,29,0,True,Premium
97,10.154843867142844,730.0359331552089,Premium,Mailed check,No,TV Shows,No,TV,8.052418607375104,165.0296321441845,46,Action,3.1195076489993587,8,Female,3,Yes,,AYRVF49YC9,1,97,0,True,Basic
31,10.579376460784838,327.96067028433,Basic,Mailed check,Yes,Both,No,Tablet,22.373283436723213,93.60951445865317,48,Fantasy,4.110661851090664,1,Female,13,No,,6NXDS63B13,0,31,0,True,Basic
62,,698.1092467614436,,,No,Movies,No,Computer,57.43126383175515,49.8353656873389,37,Action,2.1205000216232373,7,,11,Yes,No,H6VMPX84E9,1,62,0,True,nan
94,12.253027212403564,877.4427008973709,Premium,Bank transfer,Yes,Movies,Yes,Computer,57.812666958198065,109.46667711394625,14,Fantasy,,7,Female,14,No,,BLGA7AOJHI,1,94,0,True,Basic
40,7.738245310291017,,Premium,Bank transfer,Yes,Both,No,TV,71.82732880295177,99.97950656103508,17,Action,2.011069324509613,2,Male,11,Yes,,V36SY33B4H,0,40,0,True,Basic
64,,1273.9246654728192,Premium,Electronic check,No,TV Shows,No,Mobile,13.380297101816192,87.88249095154353,9,Action,4.273986838143202,9,Male,7,No,,LB2MHX8FEB,1,64,0,True,nan
96,,1158.9509315568282,Premium,Bank transfer,Yes,TV Shows,Yes,TV,8.3031608898026,166.45277464042772,37,,4.716338836718183,2,Female,2,Yes,,YC0L35CZIF,1,96,0,True,nan
116,15.577696991914488,1807.0128510620807,Standard,,No,TV Shows,No,Mobile,93.49948357679753,91.56048306413284,15,Sci-Fi,3.5351118234249355,9,Female,3,No,,X6S7FH7IWY,0,116,0,True,Standard
58,,696.1261035422733,Basic,Electronic check,No,TV Shows,Yes,TV,10.619596604292246,21.83474680499532,48,Comedy,,3,Male,17,No,,DACORV2BKQ,0,58,0,True,nan
13,21.72708458204148,,Premium,,Yes,Both,No,Mobile,29.30816507091609,24.521573668401217,44,Sci-Fi,4.120705228379171,0,Male,1,No,,N5TQ6QRKTP,1,13,0,True,Premium
110,18.57939770826753,2043.733747909429,Standard,Credit card,No,Movies,Yes,TV,13.792731604560593,103.22090798162311,0,Drama,2.943234536688115,2,,2,No,,5XB2ABJNMG,0,110,0,True,Premium
28,20.555027018276363,513.9050577144202,Premium,,Yes,TV Shows,No,Tablet,13.532839131169125,7.649101236468054,5,Comedy,1.1580201667147478,8,Male,21,Yes,,99JDHBH75L,1,28,0,True,Premium
15,13.564155215103437,203.4623282265516,Premium,Electronic check,Yes,TV Shows,No,,47.35224243249029,110.80695217897386,10,Drama,,7,Female,15,Yes,,ZF9I4H4P59,0,15,1,True,Standard
69,9.32383135193917,643.3443632838027,Basic,Credit card,Yes,Both,Yes,Computer,69.64444911128258,84.00101507928413,38,Action,2.153326951461389,1,Female,18,No,Yes,99JBII1AWD,0,69,0,True,Basic
105,14.24683607150411,1495.9177875079315,Standard,Bank transfer,Yes,Movies,Yes,Tablet,36.376382471676635,92.36419631794344,4,Fantasy,,9,Female,12,No,,D17A5U1OJS,0,105,0,True,Standard
63,12.621176687745038,612.3899079858553,Premium,,Yes,Both,Yes,Computer,23.501893939542498,17.34714669259177,35,Sci-Fi,1.0350781568431393,0,Female,2,No,,MX66HEBBSJ,1,63,0,True,Basic
112,23.356584577501447,2224.200373200382,Premium,Bank transfer,No,Both,Yes,Computer,18.99330884046504,68.58821092967844,19,Fantasy,,8,,4,No,No,FMP6QS9A7C,1,112,0,True,Premium
35,21.69452944369978,,Premium,Electronic check,Yes,TV Shows,Yes,TV,21.4049475554351,163.44688727600015,9,,3.5835842099898434,6,Female,10,No,Yes,E2IE1IRI9S,1,35,0,True,Premium
7,,,Basic,Credit card,No,TV Shows,No,TV,47.56113917979451,64.34250747832759,4,Drama,,9,Female,0,No,,V2Z7KTL03M,1,7,0,True,nan
1,11.5828816951487,11.5828816951487,Standard,Credit card,No,Both,Yes,,1.4596210958736016,76.09527183450692,44,Sci-Fi,2.9551941668328663,8,Male,4,No,,6913KN86KU,0,1,0,False,Basic
53,10.130165711431138,341.7053420788658,Standard,,Yes,Movies,No,TV,48.37169059479631,18.951182197631447,20,Sci-Fi,,9,Male,1,No,,LXNJ66WZ7B,1,53,0,True,Basic
37,,600.0889638220253,Basic,Bank transfer,Yes,TV Shows,No,Computer,15.079197122759128,158.70203203591365,25,Sci-Fi,,0,Female,12,No,,ALYMWR7W6O,0,37,0,True,nan
44,17.03210470880193,749.412607187285,Standard,Bank transfer,Yes,Movies,Yes,Computer,14.492411678486175,99.6217295104476,19,Fantasy,1.557271812868025,1,Male,16,Yes,,YIDW19N83Z,0,44,0,True,Premium
107,9.840610913426302,1052.9453677366143,Premium,Credit card,Yes,Both,No,Computer,18.595262984559906,23.42776081540536,47,Action,,5,Male,19,Yes,,E983P7PY52,0,107,0,True,Basic
19,6.961005494352552,132.25910439269848,Premium,Bank transfer,Yes,Both,Yes,Computer,35.03369324432699,151.31477851020145,46,Drama,4.294037367738882,0,Male,24,No,,LCQ99APM9V,0,19,0,True,Basic
24,18.491833400918274,363.3474786424178,Standard,,No,TV Shows,No,,41.080477145122316,68.72747332802888,48,Action,3.038646084212829,1,Male,21,Yes,,1HTWTCLURB,1,24,0,True,Standard
17,20.12119600004035,297.0067954760082,Premium,Bank transfer,Yes,TV Shows,No,Mobile,50.05831254931724,106.3673485322632,6,Drama,2.1423368992317746,1,Female,12,Yes,,6OB63KC191,1,17,0,True,Premium
73,12.040512290830616,878.957397230635,Standard,Bank transfer,No,TV Shows,Yes,Computer,18.826864744098614,16.477138684340197,47,Drama,1.4364250725470358,6,Male,16,No,,IBFCQKDH1T,0,73,0,True,Standard
94,,777.5842213483808,Premium,Credit card,Yes,Both,Yes,Tablet,89.30557952007743,142.87543088252818,21,Drama,4.182221523437487,5,Male,0,No,Yes,ZV78E41WP4,0,94,0,True,nan
53,9.274855720044396,367.0299208217013,Premium,Credit card,Yes,Both,No,,11.421304316066585,64.57486728394427,8,Drama,4.584438516470241,0,Female,8,Yes,,7VEWYVW0OE,1,53,0,True,Basic
28,10.900560073922854,305.2156820698399,Premium,Electronic check,No,TV Shows,No,TV,30.01877754284898,11.91737676265846,14,Drama,1.5742273604909247,9,Female,14,Yes,,79I6EYWF7V,0,28,0,True,Basic
11,,144.63040769439394,Basic,Credit card,Yes,Movies,No,Mobile,9.727555225408297,128.90928525242558,46,Sci-Fi,2.4877043314900456,8,Male,8,Yes,,5WET5CW3YP,0,11,0,True,nan
60,17.453064524490756,1047.1838714694454,Standard,Electronic check,No,Movies,No,Mobile,12.335700417414962,118.79100626297684,40,Fantasy,3.4451550018185784,8,Female,13,No,,9Q1P61OLQP,0,60,1,True,Premium
111,20.531233113895738,1994.967584005548,Standard,,Yes,Movies,No,Mobile,49.095339509337244,51.28917994990967,21,Action,4.976389741530569,4,Male,9,No,,ORTIRMKBBH,1,111,0,True,Premium
114,22.2217626422826,2158.703865726831,Standard,,Yes,Both,No,Tablet,30.763035247643884,8.884336655877622,26,Comedy,4.1645704605339215,2,Female,1,No,,I7T48I0NC7,1,114,0,True,Premium
77,17.725348670253037,,Premium,Bank transfer,Yes,Both,Yes,Mobile,22.425695850601954,81.17693489488529,38,Sci-Fi,,2,Male,21,No,,WW6U8YQ5DL,0,77,0,True,Premium
62,7.424946841312763,460.3467041613913,Premium,Credit card,No,TV Shows,No,Computer,43.31024270221082,68.13473039326124,30,Fantasy,1.2653639736006803,6,Female,13,Yes,,CV9FGMWS9E,0,62,0,True,Basic
27,18.7076662650325,,,Credit card,No,Both,No,TV,29.950481797237178,134.32862640622682,11,Comedy,2.697237289946997,0,Male,8,Yes,,EY29CCDIS2,1,27,0,True,Standard
84,7.874547284455263,661.4619718942421,Premium,,No,Movies,No,TV,30.368706105822348,47.76916199874346,11,Action,3.8963900809152143,5,Female,13,No,,Y7HJ3BEVOR,0,84,0,True,Basic
91,14.768163644311086,,Basic,Electronic check,Yes,TV Shows,No,Mobile,78.37590087321387,133.4042289807161,3,Fantasy,1.501512459092666,0,Female,15,No,,RD5FFJ532Q,0,91,0,True,Standard
57,9.313457604963466,382.217193741475,Premium,Electronic check,Yes,Both,Yes,Mobile,8.304052412500319,48.66256054756257,32,Fantasy,2.5673526481694124,2,Male,1,No,,Z1SDMRYG3K,1,57,0,True,Basic
108,15.022740972456122,1622.4560250252612,Basic,Electronic check,Yes,Movies,No,Computer,75.35910859494463,35.22271160364129,33,Sci-Fi,,4,Male,16,Yes,,PANUHY0K9R,0,108,0,True,Standard
7,8.927906144590636,62.495343012134455,Basic,Credit card,No,TV Shows,Yes,Tablet,43.24165891830502,97.71186142078837,20,Sci-Fi,,1,Female,19,Yes,,SKB6Q90WV3,0,7,1,True,Basic
47,16.845358411558866,615.8386240105399,Basic,Credit card,No,Both,No,Mobile,33.74410619205979,40.24045622197178,46,Sci-Fi,3.178695942181628,1,Male,8,No,,4468G8KNMM,1,47,0,True,Standard
30,15.205468462745536,,Standard,Bank transfer,No,TV Shows,Yes,,53.7425072039072,74.05831383468852,46,Sci-Fi,4.499442216651486,9,Female,15,Yes,,5W8I9QOUMH,0,30,0,True,Standard
85,,573.1982368096374,Basic,Bank transfer,Yes,Movies,Yes,Computer,12.075538308880962,82.97418684038922,13,Action,1.493633559346684,6,Male,0,Yes,,C08JO27O1S,1,85,0,True,nan
105,12.690365928607092,1332.488422503745,Standard,Bank transfer,Yes,Both,Yes,,27.245044106767054,118.10149083532086,40,Drama,4.718125947480187,7,Female,1,No,,MGHLPNA0DB,0,105,0,True,Standard
51,,735.1257884321685,Basic,,Yes,Both,Yes,,29.91379587302552,132.35917875794138,19,Fantasy,,4,Female,2,No,,T91XWC5Z8S,0,51,0,True,nan
73,,649.8423839354626,Premium,,Yes,TV Shows,No,,36.644363534921375,159.24889583048923,4,Comedy,1.2094405578019631,4,Male,18,Yes,,O04GL1CJXC,1,73,0,True,nan
46,12.058570202275362,554.6942293046667,Basic,,No,Movies,Yes,,53.80101386655532,104.3775833810854,28,Drama,,8,Female,17,No,Yes,Q8FHDK59AH,0,46,0,True,Standard
7,16.063409664631376,90.59769881869347,,Credit card,No,Both,No,Mobile,52.87241094837153,92.78145147463076,29,Comedy,,8,Male,6,No,,LU1UWBW0SJ,1,7,1,True,Standard
71,,560.370322166393,Premium,,No,Movies,Yes,TV,69.96011204701276,53.99670328130542,32,Fantasy,1.6876208441496354,5,Female,11,No,,B4X6BWEJ3O,0,71,0,True,nan
94,9.869606637835751,927.7430239565606,Basic,Electronic check,Yes,TV Shows,Yes,Computer,65.13763155483913,50.92253491206898,44,Comedy,,4,Male,10,No,,BXICXP3AD7,0,94,0,True,Basic
